Titanic passager,Status,Home Country,Age,Crew or Passenger?,Gender,Class / Department,Ticket Number,Fare Price
"BUCKLEY, Mr H. E.",Victim,England,34.0,Crew,Male,Victualling Crew,,
"CAUNT, Mr William Ewart",Victim,England,27.0,Crew,Male,Victualling Crew,,
"CHABOISSON, Mr Adrien Finnin",Victim,England,25.0,Crew,Male,Restaurant Staff,,
"COOMBS, Mr Charles Augustus",Victim,England,44.0,Crew,Male,Victualling Crew,,
"CORNAIRE, Mr Marcel Raymond André",Victim,England,19.0,Crew,Male,Restaurant Staff,,
"COUTIN, Mr Auguste Louis",Victim,England,28.0,Crew,Male,Restaurant Staff,,
"DESVERNINE, Mr Louis Gabriel",Victim,England,20.0,Crew,Male,Restaurant Staff,,
"DORNIER, Mr Louis Auguste",Victim,England,20.0,Crew,Male,Restaurant Staff,,
"GILL, Mr Patrick",Victim,England,38.0,Crew,Male,Victualling Crew,,
"GOLLOP, Mr F.",Victim,England,28.0,Crew,Male,Victualling Crew,,
"HUTCHINSON, Mr James",Victim,England,28.0,Crew,Male,Victualling Crew,,
"JAILLET, Mr Henri Marie",Victim,England,38.0,Crew,Male,Restaurant Staff,,
"JONES, Mr H.",Victim,England,29.0,Crew,Male,Victualling Crew,,
"JOUANNAULT, Mr Georges Jules",Victim,England,24.0,Crew,Male,Restaurant Staff,,
"KENNELL, Mr Charles",Victim,England,30.0,Crew,Male,Victualling Crew,,
"LOVELL, Mr John",Victim,England,37.0,Crew,Male,Victualling Crew,,
"MONTEVERDI, Sig. Giovanni",Victim,England,23.0,Crew,Male,Restaurant Staff,,
"ORR, Mr J.",Victim,England,40.0,Crew,Male,Victualling Crew,,
"PACHERA, Sig. Jean Baptiste Stanislas",Victim,England,19.0,Crew,Male,Restaurant Staff,,
"SIMMONS, Mr William",Victim,England,35.0,Crew,Male,Victualling Crew,,
"SLIGHT, Mr William Henry James",Victim,England,36.0,Crew,Male,Victualling Crew,,
"STUBBINGS, Mr Harry Robert",Victim,England,31.0,Crew,Male,Victualling Crew,,
"THORLEY, Mr William",Victim,England,39.0,Crew,Male,Victualling Crew,,
"THORN, Mr Harry",Victim,England,25.0,Crew,Male,Victualling Crew,,
"VICAT, Sig. Alphonse Jean Eugene",Victim,England,21.0,Crew,Male,Restaurant Staff,,
"VILLVARLANGE, Mr Pierre Léon Gabriel",Victim,England,19.0,Crew,Male,Restaurant Staff,,
"VINE, Mr Herbert Thomas Gordon",Victim,England,18.0,Crew,Male,Restaurant Staff,,
"WELCH, Mr William Harold",Victim,England,23.0,Crew,Male,Victualling Crew,,
"CHISHOLM, Mr Roderick Robert Crispin",Victim,Northern Ireland,43.0,Passenger,Male,1st Class,112051,
"ALLSOP, Mr Alfred Samuel",Victim,England,35.0,Crew,Male,Engineering Crew,,
"ERVINE, Mr Albert George",Victim,Northern Ireland,18.0,Crew,Male,Engineering Crew,,
"JUPE, Mr Boykett Herbert",Victim,England,30.0,Crew,Male,Engineering Crew,,
"KELLY, Mr William",Victim,Ireland,23.0,Crew,Male,Engineering Crew,,
"MIDDLETON, Mr Alfred Pirrie",Victim,Ireland,26.0,Crew,Male,Engineering Crew,,
"PARR, Mr William Henry Marsh",Victim,Northern Ireland,29.0,Passenger,Male,1st Class,112052,
"SLOAN, Mr Peter",Victim,England,31.0,Crew,Male,Engineering Crew,,
"WATSON, Mr Ennis Hastings",Victim,Northern Ireland,19.0,Passenger,Male,2nd Class,239856,
"BELL, Mr Joseph",Victim,England,50.0,Crew,Male,Engineering Crew,,
"COY, Mr Francis Ernest George",Victim,England,26.0,Crew,Male,Engineering Crew,,
"CREESE, Mr Henry Philip",Victim,England,44.0,Crew,Male,Engineering Crew,,
"DODD, Mr Edward Charles",Victim,England,38.0,Crew,Male,Engineering Crew,,
"DODDS, Mr Henry Watson",Victim,England,27.0,Crew,Male,Engineering Crew,,
"DYER, Mr Henry Ryland",Victim,England,24.0,Crew,Male,Engineering Crew,,
"FARQUHARSON, Mr William Edward",Victim,England,39.0,Crew,Male,Engineering Crew,,
"FRASER, Mr James",Victim,England,29.0,Crew,Male,Engineering Crew,,
"HARRISON, Mr Norman E.",Victim,England,38.0,Crew,Male,Engineering Crew,,
"HARVEY, Mr Herbert Gifford",Victim,England,34.0,Crew,Male,Engineering Crew,,
"HESKETH, Mr John Henry",Victim,England,33.0,Crew,Male,Engineering Crew,,
"HODGE, Mr Charley",Victim,England,29.0,Crew,Male,Engineering Crew,,
"HODGKINSON, Mr Leonard",Victim,England,46.0,Crew,Male,Engineering Crew,,
"HOSKING, Mr George Fox",Victim,England,36.0,Crew,Male,Engineering Crew,,
"KEMP, Mr Thomas Hulman",Victim,England,43.0,Crew,Male,Engineering Crew,,
"MACKIE, Mr William Dickson",Victim,England,32.0,Crew,Male,Engineering Crew,,
"MCREYNOLDS, Mr William",Victim,Northern Ireland,22.0,Crew,Male,Engineering Crew,,
"MILLAR, Mr Robert",Victim,England,26.0,Crew,Male,Engineering Crew,,
"MILLAR, Mr Thomas",Victim,Northern Ireland,32.0,Crew,Male,Engineering Crew,,
"MOYES, Mr William Young",Victim,Scotland,23.0,Crew,Male,Engineering Crew,,
"PARSONS, Mr Frank Alfred",Victim,England,26.0,Crew,Male,Engineering Crew,,
"SHEPHERD, Mr Jonathan",Victim,England,32.0,Crew,Male,Engineering Crew,,
"SMITH, Mr James Muil",Victim,England,39.0,Crew,Male,Engineering Crew,,
"WARD, Mr Arthur",Victim,England,24.0,Crew,Male,Engineering Crew,,
"WILSON, Mr Herbert 'Bertie'",Victim,England,28.0,Crew,Male,Engineering Crew,,
"DAVIS, Mr John",Victim,England,29.0,Crew,Male,Victualling Crew,,
"KEENAN, Mr William [1]",,,32.0,Crew,Male,Engineering Crew,,
"KEENAN, Mr William [2]",,Scotland,43.0,Crew,Male,Engineering Crew,,
"LITTLE, Mr James [1]",,,49.0,Crew,Male,Engineering Crew,,
"LITTLE, Mr James [2]",,,28.0,Crew,Male,Engineering Crew,,
"WARD, Mr William [2]",,,24.0,Crew,Male,Engineering Crew,,
"ANDREWS, Mr Archibald",,,38.0,Crew,Male,Engineering Crew,,
"ARMSTRONG, Mr James",,,31.0,Crew,Male,Engineering Crew,,
"BAIN, Mr David",,,46.0,Crew,Male,Engineering Crew,,
"BAKER (?BARKER), Mr John",,,,Crew,Male,Engineering Crew,,
"BARKER, Mr Stokes",,,26.0,Crew,Male,Engineering Crew,,
"BARKLEY, Mr Robert",,,39.0,Crew,Male,Engineering Crew,,
"BARNES, Mr William",,,32.0,Crew,Male,Engineering Crew,,
"BITTLE, Mr Robert",,,37.0,Crew,Male,Engineering Crew,,
"BLACK, Mr James",,,38.0,Crew,Male,Engineering Crew,,
"BOAL, Mr John",,,40.0,Crew,Male,Engineering Crew,,
"BOYD, Mr Adam",,,38.0,Crew,Male,Engineering Crew,,
"BRENNAN, Mr Thomas",,,39.0,Crew,Male,Engineering Crew,,
"BRIDAN, Mr William",,,33.0,Crew,Male,Engineering Crew,,
"BURNESS, Mr Frank",,,43.0,Crew,Male,Engineering Crew,,
"CAIRNES, Mr Robert",,,50.0,Crew,Male,Engineering Crew,,
"CARDWELL, Mr John",,,32.0,Crew,Male,Engineering Crew,,
"CHEVERS, Mr William",,,28.0,Crew,Male,Engineering Crew,,
"CLELAND, Mr James",,,29.0,Crew,Male,Engineering Crew,,
"COCHRANE, Mr Robert",,,40.0,Crew,Male,Engineering Crew,,
"COFFEY, Mr John",,England,23.0,Crew,Male,Engineering Crew,,
"CONNOR, Mr Thomas",,,39.0,Crew,Male,Engineering Crew,,
"CRAIG, Mr David",,,33.0,Crew,Male,Engineering Crew,,
"CRAIG, Mr John",,,29.0,Crew,Male,Engineering Crew,,
"CROSKERY, Mr Thomas",,,38.0,Crew,Male,Engineering Crew,,
"CROUGHANE, Mr Michael",,,45.0,Crew,Male,Engineering Crew,,
"CULLEN, Mr John",,,43.0,Crew,Male,Engineering Crew,,
"CULLEN, Mr Patrick",,,36.0,Crew,Male,Engineering Crew,,
"DECKER, Mr Charles",,,47.0,Crew,Male,Engineering Crew,,
"DENVER, Mr John",,,33.0,Crew,Male,Engineering Crew,,
"DUNLOP, Mr Joseph",,,47.0,Crew,Male,Engineering Crew,,
"ENNES, Mr William",,,28.0,Crew,Male,Engineering Crew,,
"FARLEY, Mr John",,,31.0,Crew,Male,Engineering Crew,,
"FERRIS, Mr George",,,34.0,Crew,Male,Engineering Crew,,
"FERRON, Mr Nicholas",,,32.0,Crew,Male,Engineering Crew,,
"FLETCHER, Mr Robert",,,38.0,Crew,Male,Engineering Crew,,
"FLINN, Mr Michael",,,34.0,Crew,Male,Engineering Crew,,
"GASS, Mr David",,,45.0,Crew,Male,Engineering Crew,,
"GORMAN, Mr David",,,33.0,Crew,Male,Engineering Crew,,
"GREGG, Mr William",,,43.0,Crew,Male,Engineering Crew,,
"HADLEY, Mr John",,,50.0,Crew,Male,Engineering Crew,,
"HALE, Mr John",,,25.0,Crew,Male,Engineering Crew,,
"HALL, Mr George",,,38.0,Crew,Male,Engineering Crew,,
"HALPIN, Mr Joseph",,,24.0,Crew,Male,Engineering Crew,,
"HANLEY, Mr William",,,25.0,Crew,Male,Engineering Crew,,
"HARKIN, Mr Samuel",,,36.0,Crew,Male,Engineering Crew,,
"HENRY, Mr James",,,47.0,Crew,Male,Engineering Crew,,
"HEPBURN, Mr William",,,27.0,Crew,Male,Engineering Crew,,
"HOLLAND, Mr James",,,30.0,Crew,Male,Engineering Crew,,
"HOLLAND, Mr T.",,,28.0,Crew,Male,Engineering Crew,,
"HOLME, Mr Nicholas",,,36.0,Crew,Male,Engineering Crew,,
"HUTTON, Mr George",,,37.0,Crew,Male,Engineering Crew,,
"JAMESON, Mr William",,,48.0,Crew,Male,Engineering Crew,,
"KEENAN, Mr John",,,58.0,Crew,Male,Engineering Crew,,
"KERNAGHAN, Mr David",,,30.0,Crew,Male,Engineering Crew,,
"KINSTRY, Mr Charles",,,30.0,Crew,Male,Engineering Crew,,
"LEWIS, Mr James",,,34.0,Crew,Male,Engineering Crew,,
"LOWERY, Mr David",,,28.0,Crew,Male,Engineering Crew,,
"MARTIN, Mr John",,,33.0,Crew,Male,Engineering Crew,,
"MASSEY, Mr James",,,35.0,Crew,Male,Engineering Crew,,
"MAXWELL, Mr William",,,39.0,Crew,Male,Engineering Crew,,
"MAYES, Mr William",,,29.0,Crew,Male,Engineering Crew,,
"MCALLISTER, Mr Hugh",,,34.0,Crew,Male,Engineering Crew,,
"MCALLISTOR, Mr Daniel",,,29.0,Crew,Male,Engineering Crew,,
"MCARTHUR, Mr James",,,29.0,Crew,Male,Engineering Crew,,
"MCBARTY, Mr Thomas",,,,Crew,Male,Engineering Crew,,
"MCCARRON, Mr David",,,32.0,Crew,Male,Engineering Crew,,
"MCDONALD, Mr George",,,30.0,Crew,Male,Engineering Crew,,
"MCENTEE, Mr Charles",,,37.0,Crew,Male,Engineering Crew,,
"MCGAW, Mr Samuel",,,34.0,Crew,Male,Engineering Crew,,
"MCGEE, Mr Patrick",,,32.0,Crew,Male,Engineering Crew,,
"MCGEE, Mr Samuel",,,48.0,Crew,Male,Engineering Crew,,
"MCGILL, Mr John",,,36.0,Crew,Male,Engineering Crew,,
"MCGIVERN, Mr Thomas",,,43.0,Crew,Male,Engineering Crew,,
"MCGOUGH, Mr Frank",,,25.0,Crew,Male,Engineering Crew,,
"MCGOWN, Mr Barney",,,43.0,Crew,Male,Engineering Crew,,
"MCILROY, Mr Barney",,,36.0,Crew,Male,Engineering Crew,,
"MCILROY, Mr William",,,40.0,Crew,Male,Engineering Crew,,
"MCKENNA, Mr Barney",,,24.0,Crew,Male,Engineering Crew,,
"MCKINNEY, Mr Peter",,,40.0,Crew,Male,Engineering Crew,,
"MCMILLAN, Mr Samuel",,,29.0,Crew,Male,Engineering Crew,,
"MCMILLAN, Mr William",,,35.0,Crew,Male,Engineering Crew,,
"MCMILLEN, Mr Thomas",,,55.0,Crew,Male,Engineering Crew,,
"MCMULLAN, Mr Patrick",,,30.0,Crew,Male,Engineering Crew,,
"MILLER, Mr William",,,32.0,Crew,Male,Engineering Crew,,
"MORGAN, Mr Patrick",,,26.0,Crew,Male,Engineering Crew,,
"MULLHOLLAND, Mr Daniel",,,48.0,Crew,Male,Engineering Crew,,
"MULLHOLLAND, Mr J.",,,45.0,Crew,Male,Engineering Crew,,
"MURDOCK, Mr William John",,,37.0,Crew,Male,Engineering Crew,,
"MURPHY, Mr Thomas",,,35.0,Crew,Male,Engineering Crew,,
"NEILL, Mr Thomas",,,42.0,Crew,Male,Engineering Crew,,
"NOLAN, Mr Michael",,,31.0,Crew,Male,Engineering Crew,,
"O'FLANNIGAN, Mr Thomas",,,39.0,Crew,Male,Engineering Crew,,
"PHILLIPS, Mr James",,,27.0,Crew,Male,Engineering Crew,,
"PHILLIPS, Mr William",,,26.0,Crew,Male,Engineering Crew,,
"PIDGEON, Mr William",,,39.0,Crew,Male,Engineering Crew,,
"PIERCE, Mr Robert",,,40.0,Crew,Male,Engineering Crew,,
"QUINN, Mr John",,,34.0,Crew,Male,Engineering Crew,,
"REID, Mr James",,,36.0,Crew,Male,Engineering Crew,,
"SHAW, Mr Andrew",,,37.0,Crew,Male,Engineering Crew,,
"SMYTH, Mr John",,,33.0,Crew,Male,Engineering Crew,,
"STEVENSON, Mr James",,,40.0,Crew,Male,Engineering Crew,,
"STEVENSON, Mr John",,,49.0,Crew,Male,Engineering Crew,,
"STRANGE, Mr Samuel",,,38.0,Crew,Male,Engineering Crew,,
"SWARBRICK, Mr William J.",,,24.0,Crew,Male,Engineering Crew,,
"TINSLEY, Mr Thomas",,,40.0,Crew,Male,Engineering Crew,,
"WALLS, Mr James",,,32.0,Crew,Male,Engineering Crew,,
"WELSH, Mr Patrick",,,50.0,Crew,Male,Engineering Crew,,
"WHINNERY, Mr Hugh",,,41.0,Crew,Male,Engineering Crew,,
"WOODMEY, Mr Robert",,,41.0,Crew,Male,Engineering Crew,,
"WOODS, Mr Hugh",,,28.0,Crew,Male,Engineering Crew,,
"COLLINS, Mr John (Samuel Collins)",Survivor,England,38.0,Crew,Male,Engineering Crew,,
"BARRETT, Mr Frederick",Survivor,England,28.0,Crew,Male,Engineering Crew,,
"BEAUCHAMP, Mr George William",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"CLARK, Mr William",Survivor,England,39.0,Crew,Male,Engineering Crew,,
"COMBES, Mr George",Survivor,England,34.0,Crew,Male,Engineering Crew,,
"COUPER, Mr Robert Frederick William",Survivor,England,29.0,Crew,Male,Engineering Crew,,
"CRIMMINS, Mr James",Survivor,England,21.0,Crew,Male,Engineering Crew,,
"DIAPER, Mr John Joseph",Survivor,England,27.0,Crew,Male,Engineering Crew,,
"DILLEY, Mr John",Survivor,England,30.0,Crew,Male,Engineering Crew,,
"DOEL, Mr Frederick",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"DYMOND, Mr Frank",Survivor,England,40.0,Crew,Male,Engineering Crew,,
"FLARTY, Mr Edward",Survivor,England,43.0,Crew,Male,Engineering Crew,,
"GODLEY, Mr George Auguste",Survivor,England,38.0,Crew,Male,Engineering Crew,,
"GRAHAM, Mr Thomas G.",Survivor,Northern Ireland,28.0,Crew,Male,Engineering Crew,,
"HAGGAN, Mr John",Survivor,England,35.0,Crew,Male,Engineering Crew,,
"HARRIS, Mr Frederick",Survivor,England,39.0,Crew,Male,Engineering Crew,,
"HENDRICKSON, Mr Charles Osker",Survivor,England,28.0,Crew,Male,Engineering Crew,,
"HURST, Mr Walter",Survivor,England,23.0,Crew,Male,Engineering Crew,,
"JUDD, Mr Charles Edward",Survivor,England,31.0,Crew,Male,Engineering Crew,,
"KASPER, Mr F.",Survivor,England,40.0,Crew,Male,Engineering Crew,,
"KEMISH, Mr George",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"LINDSAY, Mr William Charles",Survivor,England,30.0,Crew,Male,Engineering Crew,,
"MAJOR, Mr William James",Survivor,England,32.0,Crew,Male,Engineering Crew,,
"MASON, Mr Frank Archibald Robert",Survivor,England,32.0,Crew,Male,Engineering Crew,,
"MAYZES, Mr Thomas Jubilee",Survivor,England,25.0,Crew,Male,Engineering Crew,,
"MOORE, Mr John J.",Survivor,England,29.0,Crew,Male,Engineering Crew,,
"NOSS, Mr Henry",Survivor,England,30.0,Crew,Male,Engineering Crew,,
"NUTBEAN, Mr William",Survivor,England,30.0,Crew,Male,Engineering Crew,,
"OLIVER, Mr H.",Survivor,England,32.0,Crew,Male,Engineering Crew,,
"OTHEN, Mr Charles Alfred",Survivor,England,36.0,Crew,Male,Engineering Crew,,
"PEARCE, Mr John",Survivor,England,28.0,Crew,Male,Engineering Crew,,
"PODESTA, Mr Alfred John Alexander",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"PRIEST, Mr Arthur John",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"PUSEY, Mr William Robert Holland",Survivor,England,22.0,Crew,Male,Engineering Crew,,
"RICE, Mr Charles",Survivor,England,32.0,Crew,Male,Engineering Crew,,
"SELF, Mr Albert Charles Edward",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"SENIOR, Mr Harry",Survivor,England,31.0,Crew,Male,Engineering Crew,,
"SHIERS, Mr Alfred Charles",Survivor,England,25.0,Crew,Male,Engineering Crew,,
"SPARKMAN, Mr Henry William",Survivor,England,35.0,Crew,Male,Engineering Crew,,
"STREET, Mr Thomas Albert",Survivor,England,25.0,Crew,Male,Engineering Crew,,
"TAYLOR, Mr George",Survivor,England,24.0,Crew,Male,Engineering Crew,,
"TAYLOR, Mr William Henry",Survivor,England,27.0,Crew,Male,Engineering Crew,,
"THOMPSON, Mr John William",Survivor,England,35.0,Crew,Male,Engineering Crew,,
"THRELFALL, Mr Thomas",Survivor,England,44.0,Crew,Male,Engineering Crew,,
"THRESHER, Mr George Terrill",Survivor,England,25.0,Crew,Male,Engineering Crew,,
"TRIGGS, Mr Robert",Survivor,England,40.0,Crew,Male,Engineering Crew,,
"JAMES, Mr Thomas [1]",Victim,England,27.0,Crew,Male,Engineering Crew,,
"MAY, Mr Arthur William [1]",Victim,England,24.0,Crew,Male,Engineering Crew,,
"ABRAMS, Mr William Thomas",Victim,England,33.0,Crew,Male,Engineering Crew,,
"ADAMS, Mr Robert John",Victim,England,26.0,Crew,Male,Engineering Crew,,
"ALLEN, Mr Henry",Victim,England,32.0,Crew,Male,Engineering Crew,,
"BAILEY, Mr George W.",Victim,England,46.0,Crew,Male,Engineering Crew,,
"BARLOW, Mr Charles",Victim,England,30.0,Crew,Male,Engineering Crew,,
"BARNES, Mr Charles",Victim,England,29.0,Crew,Male,Engineering Crew,,
"BARNES, Mr John",Victim,England,41.0,Crew,Male,Engineering Crew,,
"BARRETT, Mr Frederick William",Victim,England,33.0,Crew,Male,Engineering Crew,,
"BENDELL, Mr Frank",Victim,England,24.0,Crew,Male,Engineering Crew,,
"BENNETT, Mr George Alfred",Victim,England,30.0,Crew,Male,Engineering Crew,,
"BENVILLE, Mr Edward",Victim,England,47.0,Crew,Male,Engineering Crew,,
"BESSANT, Mr William Edward Lowe",Victim,England,39.0,Crew,Male,Engineering Crew,,
"BIDDLECOMBE, Mr Reginald Charles",Victim,England,31.0,Crew,Male,Engineering Crew,,
"BIGGS, Mr Edward Charles",Victim,England,20.0,Crew,Male,Engineering Crew,,
"BLACK, Mr Alexander",Victim,England,28.0,Crew,Male,Engineering Crew,,
"BLACK, Mr D.",Victim,England,41.0,Crew,Male,Engineering Crew,,
"BLACKMAN, Mr Albert Edward",Victim,England,23.0,Crew,Male,Engineering Crew,,
"BLAKE, Mr Thomas Henry",Victim,England,36.0,Crew,Male,Engineering Crew,,
"BLANEY, Mr James",Victim,England,32.0,Crew,Male,Engineering Crew,,
"BLANN, Mr Eustace Horatius",Victim,England,21.0,Crew,Male,Engineering Crew,,
"BRADLEY, Mr Patrick Joseph",Victim,England,39.0,Crew,Male,Engineering Crew,,
"BROWN, Mr John",Victim,England,25.0,Crew,Male,Engineering Crew,,
"BROWN, Mr Joseph James",Victim,England,25.0,Crew,Male,Engineering Crew,,
"BURROUGHS, Mr Arthur Peckham",Victim,England,35.0,Crew,Male,Engineering Crew,,
"BURTON, Mr Edward John",Victim,England,35.0,Crew,Male,Engineering Crew,,
"BUTT, Mr William John",Victim,England,30.0,Crew,Male,Engineering Crew,,
"CANNER, Mr John",Victim,England,39.0,Crew,Male,Engineering Crew,,
"CARTER (BALL), Mr James (W.)",Victim,England,46.0,Crew,Male,Engineering Crew,,
"CHERRETT, Mr William Victor",Victim,England,24.0,Crew,Male,Engineering Crew,,
"CHORLEY, Mr John Henry",Victim,England,25.0,Crew,Male,Engineering Crew,,
"COOPER, Mr Harry",Victim,England,26.0,Crew,Male,Engineering Crew,,
"COPPERTHWAITE, Mr Albert Harry",Victim,England,22.0,Crew,Male,Engineering Crew,,
"CORCORAN, Mr Denny",Victim,England,33.0,Crew,Male,Engineering Crew,,
"CROSS, Mr William Alfred",Victim,England,43.0,Crew,Male,Engineering Crew,,
"CUNNINGHAM, Mr B.",Victim,England,30.0,Crew,Male,Engineering Crew,,
"CURTIS, Mr Arthur",Victim,England,25.0,Crew,Male,Engineering Crew,,
"DAVIES, Mr Thomas",Victim,England,33.0,Crew,Male,Engineering Crew,,
"DOYLE, Mr Laurence",Victim,England,27.0,Crew,Male,Engineering Crew,,
"DURNIL, Mr James",Victim,England,38.0,Crew,Male,Engineering Crew,,
"FERRIS, Mr W.",Victim,England,38.0,Crew,Male,Engineering Crew,,
"FORD, Mr Thomas",Victim,England,32.0,Crew,Male,Engineering Crew,,
"FRASER, Mr J.",Victim,England,30.0,Crew,Male,Engineering Crew,,
"GEER, Mr Alfred Emest",Victim,England,26.0,Crew,Male,Engineering Crew,,
"GOLDER, Mr M. W.",Victim,England,32.0,Crew,Male,Engineering Crew,,
"GRADIDGE, Mr Ernest Edward",Victim,England,22.0,Crew,Male,Engineering Crew,,
"HALL, Mr J.",Victim,England,32.0,Crew,Male,Engineering Crew,,
"HALLETT, Mr George Alexander",Victim,England,22.0,Crew,Male,Engineering Crew,,
"HANDS, Mr Bernard",Victim,England,53.0,Crew,Male,Engineering Crew,,
"HANNAM, Mr George",Victim,England,29.0,Crew,Male,Engineering Crew,,
"HARRIS, Mr Edward John",Victim,England,28.0,Crew,Male,Engineering Crew,,
"HART, Mr James",Victim,England,49.0,Crew,Male,Engineering Crew,,
"HEAD, Mr Alfred",Victim,England,24.0,Crew,Male,Engineering Crew,,
"HODGES, Mr W.",Victim,England,26.0,Crew,Male,Engineering Crew,,
"HOPGOOD, Mr Roland John C.",Victim,England,28.0,Crew,Male,Engineering Crew,,
"HOSGOOD, Mr Richard William",Victim,England,22.0,Crew,Male,Engineering Crew,,
"HUNT, Mr Tom",Victim,England,27.0,Crew,Male,Engineering Crew,,
"HURST, Mr Charles John",Victim,England,35.0,Crew,Male,Engineering Crew,,
"INSTANCE, Mr T.",Victim,England,33.0,Crew,Male,Engineering Crew,,
"JACKOPSON, Mr John Henry",Victim,England,30.0,Crew,Male,Engineering Crew,,
"JOAS, Mr N.",Victim,England,38.0,Crew,Male,Engineering Crew,,
"KERR, Mr Thomas Russell",Victim,England,26.0,Crew,Male,Engineering Crew,,
"KINSELLA, Mr Louis",Victim,England,30.0,Crew,Male,Engineering Crew,,
"LAHY, Mr T. E.",Victim,England,32.0,Crew,Male,Engineering Crew,,
"LIGHT, Mr Christopher William",Victim,England,20.0,Crew,Male,Engineering Crew,,
"LIGHT, Mr W.",Victim,England,47.0,Crew,Male,Engineering Crew,,
"LLOYD, Mr William",Victim,England,29.0,Crew,Male,Engineering Crew,,
"MARETT, Mr George John",Victim,England,27.0,Crew,Male,Engineering Crew,,
"MARSH, Mr Frederick Charles",Victim,England,39.0,Crew,Male,Engineering Crew,,
"MASON, Mr J.",Victim,England,39.0,Crew,Male,Engineering Crew,,
"MAYO, Mr William Peter",Victim,England,27.0,Crew,Male,Engineering Crew,,
"MCANDREW, Mr Thomas Patrick",Victim,England,38.0,Crew,Male,Engineering Crew,,
"MCANDREWS, Mr William",Victim,,23.0,Crew,Male,Engineering Crew,,
"MCCASTLAN, Mr W.",Victim,England,38.0,Crew,Male,Engineering Crew,,
"MCGARVEY, Mr Edward Joseph",Victim,England,34.0,Crew,Male,Engineering Crew,,
"MCGAW, Mr Erroll Victor",Victim,England,30.0,Crew,Male,Engineering Crew,,
"MCQUILLAN, Mr William",Victim,Northern Ireland,26.0,Crew,Male,Engineering Crew,,
"MCRAE, Mr William Alexander",Victim,England,31.0,Crew,Male,Engineering Crew,,
"MILFORD, Mr George",Victim,England,27.0,Crew,Male,Engineering Crew,,
"MINTRAM, Mr William",Victim,England,46.0,Crew,Male,Engineering Crew,,
"MORGAN, Mr Thomas A.",Victim,England,26.0,Crew,Male,Engineering Crew,,
"NETTLETON, Mr George Walter",Victim,England,29.0,Crew,Male,Engineering Crew,,
"NIVEN, Mr John Brown",Victim,England,30.0,Crew,Male,Engineering Crew,,
"NOON, Mr John",Victim,England,35.0,Crew,Male,Engineering Crew,,
"NORRIS, Mr James",Victim,England,23.0,Crew,Male,Engineering Crew,,
"NOSS, Mr Bertram Arthur",Victim,England,21.0,Crew,Male,Engineering Crew,,
"PAICE, Mr Richard Charles John",Victim,England,32.0,Crew,Male,Engineering Crew,,
"PAINTER, Mr Charles",Victim,England,31.0,Crew,Male,Engineering Crew,,
"PAINTER, Mr Frank Frederick",Victim,England,29.0,Crew,Male,Engineering Crew,,
"POND, Mr George",Victim,England,32.0,Crew,Male,Engineering Crew,,
"PUGH, Mr Arthur Percy",Victim,England,31.0,Crew,Male,Engineering Crew,,
"REEVES, Mr Frederick Simms",Victim,England,33.0,Crew,Male,Engineering Crew,,
"RICHARDS, Mr Joseph James",Victim,England,28.0,Crew,Male,Engineering Crew,,
"RICKMAN, Mr George Albert",Victim,England,36.0,Crew,Male,Engineering Crew,,
"ROBERTS, Mr Robert George",Victim,England,35.0,Crew,Male,Engineering Crew,,
